title,wiki_slug,year,screenwriters,directors,cast_from_list,genre,awards,notes,cast_count,period
אבן על כל מיל,אבן_על_כל_מיל,1955,[],"[{""name"": ""אריה להולה"", ""slug"": ""אריה_להולה""}]","[{""name"": ""חיה הררית"", ""slug"": ""חיה_הררית""}, {""name"": ""סוזי לקלר"", ""slug"": null}, {""name"": ""אורנה פורת"", ""slug"": ""אורנה_פורת""}, {""name"": ""יוסי ידין"", ""slug"": ""יוסי_ידין""}, {""name"": ""חנה מרון"", ""slug"": ""חנה_מרון""}, {""name"": ""אריה אליאס"", ""slug"": ""אריה_אליאס""}, {""name"": ""אלישבע מיכאלי"", ""slug"": ""אלישבע_מיכאלי""}, {""name"": ""נתן כוגן"", ""slug"": ""נתן_כוגן""}]",דרמה,1955,,8,A (<=1970)
גבעה 24 אינה עונה,גבעה_24_אינה_עונה,1955,[],"[{""name"": ""תורולד דיקינסון"", ""slug"": null}]","[{""name"": ""אדוארד מולהייר"", ""slug"": null}, {""name"": ""אריק לביא"", ""slug"": ""אריק_לביא""}, {""name"": ""מרגלית עובד"", ""slug"": null}, {""name"": ""יצחק מיכאל שילה"", ""slug"": ""יצחק_מיכאל_שילה""}, {""name"": ""חיה הררית"", ""slug"": ""חיה_הררית""}]",דרמה,1955,,5,A (<=1970)
באין מולדת,באין_מולדת,1956,[],"[{""name"": ""נורי חביב"", ""slug"": ""נורי_חביב""}]","[{""name"": ""שושנה דמארי"", ""slug"": ""שושנה_דמארי""}, {""name"": ""שייקה אופיר"", ""slug"": ""שייקה_אופיר""}]",דרמה,1956,,2,A (<=1970)
דן קישוט וסעדיה פנסא,דן_וסעדיה,1956,[],"[{""name"": ""נתן אקסלרוד"", ""slug"": ""נתן_אקסלרוד""}]",[],דרמה,1956,,0,A (<=1970)
מעשה במונית,מעשה_במונית,1956,[],"[{""name"": ""לארי פריש"", ""slug"": null}]","[{""name"": ""שייקה אופיר"", ""slug"": ""שייקה_אופיר""}, {""name"": ""מרים ברנשטיין-כהן"", ""slug"": ""מרים_ברנשטיין-כהן""}, {""name"": ""רפאל קלצ'קין"", ""slug"": ""רפאל_קלצ'קין""}]",קומדיה,1956,,3,A (<=1970)
התקווה,,1959,[],"[{""name"": ""נורי חביב"", ""slug"": ""נורי_חביב""}]",[],,1959,,0,A (<=1970)
עמוד האש,עמוד_האש_(סרט),1959,[],"[{""name"": ""לארי פריש"", ""slug"": null}]","[{""name"": ""נחמה הנדל"", ""slug"": ""נחמה_הנדל""}, {""name"": ""שלמה יעקבי"", ""slug"": null}, {""name"": ""עמוס מוקדי"", ""slug"": ""עמוס_מוקדי""}, {""name"": ""אורי זוהר"", ""slug"": ""אורי_זוהר""}]",דרמה,1959,,4,A (<=1970)
חולות לוהטים,חולות_לוהטים,1960,[],"[{""name"": ""רפאל נוסבאום"", ""slug"": null}]","[{""name"": ""אורי זוהר"", ""slug"": ""אורי_זוהר""}, {""name"": ""דליה לביא"", ""slug"": ""דליה_לביא""}]",,1960,,2,A (<=1970)
הם היו עשרה,הם_היו_עשרה,1960,[],"[{""name"": ""ברוך דינר"", ""slug"": ""ברוך_דינר""}]","[{""name"": ""עודד תאומי"", ""slug"": ""עודד_תאומי""}, {""name"": ""נינט דינר"", ""slug"": null}, {""name"": ""נסים עזיקרי"", ""slug"": ""נסים_עזיקרי""}, {""name"": ""ליאו פילר"", ""slug"": ""ליאו_פילר""}, {""name"": ""משה קדם"", ""slug"": null}, {""name"": ""יוסף באשי"", ""slug"": ""יוסף_באשי_(שחקן)""}]",דרמה,1960,,6,A (<=1970)
איי לייק מייק,איי_לייק_מייק_(סרט),1960,[],"[{""name"": ""פיטר פריי"", ""slug"": ""פיטר_פריי""}]","[{""name"": ""בתיה לנצט"", ""slug"": ""בתיה_לנצט""}, {""name"": ""גדעון זינגר"", ""slug"": ""גדעון_זינגר""}, {""name"": ""חיים טופול"", ""slug"": ""חיים_טופול""}]",קומדיה,1960,,3,A (<=1970)
בעל החלומות,בעל_החלומות,1962,[],"[{""name"": ""אלינה גרוס"", ""slug"": null}, {""name"": ""יורם גרוס"", ""slug"": ""יורם_גרוס""}]",[],אנימציה,1962,,0,A (<=1970)
ניני,ניני_(סרט),1962,[],"[{""name"": ""שלמה סוריאנו"", ""slug"": ""שלמה_סוריאנו""}]","[{""name"": ""אריק איינשטיין"", ""slug"": ""אריק_איינשטיין""}, {""name"": ""רונית כץ"", ""slug"": null}]",דרמה,1962,,2,A (<=1970)
סיניה,סיניה_(סרט),1962,[],"[{""name"": ""אילן אלדד"", ""slug"": ""אילן_אלדד""}, {""name"": ""איבן לונגייל"", ""slug"": null}]","[{""name"": ""יפתח ספקטור"", ""slug"": ""יפתח_ספקטור""}, {""name"": ""דינה דורון"", ""slug"": ""דינה_דורון""}, {""name"": ""שייקה לוי"", ""slug"": ""שייקה_לוי""}, {""name"": ""אהוד בנאי"", ""slug"": ""אהוד_בנאי""}, {""name"": ""שמעון ישראלי"", ""slug"": ""שמעון_ישראלי""}]",דרמה,1962,,5,A (<=1970)
עץ או פלסטיין,עץ_או_פלסטיין,1962,[],"[{""name"": ""אורי זוהר"", ""slug"": ""אורי_זוהר""}, {""name"": ""נתן אקסלרוד"", ""slug"": ""נתן_אקסלרוד""}, {""name"": ""יואל זילברג"", ""slug"": ""יואל_זילברג""}]","[{""name"": ""חיים טופול"", ""slug"": ""חיים_טופול""}]",תיעודי,1962,,1,A (<=1970)
אלדורדו,"אלדורדו_(סרט,_1963)",1963,[],"[{""name"": ""מנחם גולן"", ""slug"": ""מנחם_גולן""}]","[{""name"": ""חיים טופול"", ""slug"": ""חיים_טופול""}, {""name"": ""גילה אלמגור"", ""slug"": ""גילה_אלמגור""}, {""name"": ""שמעון פינקל"", ""slug"": ""שמעון_פינקל""}, {""name"": ""יוסף ידין"", ""slug"": ""יוסף_ידין""}, {""name"": ""שייקה אופיר"", ""slug"": ""שייקה_אופיר""}]",דרמה,1963,,5,A (<=1970)
אף מילה למורגנשטיין,אף_מילה_למורגנשטיין,1963,[],"[{""name"": ""אריה אליאס"", ""slug"": ""אריה_אליאס""}, {""name"": ""בנימין קורצקי"", ""slug"": null}, {""name"": ""בן אויסרמן"", ""slug"": null}]","[{""name"": ""גילה אלמגור"", ""slug"": ""גילה_אלמגור""}, {""name"": ""יוסי בנאי"", ""slug"": ""יוסי_בנאי""}, {""name"": ""יעקב בודו"", ""slug"": ""יעקב_בודו""}, {""name"": ""אילן דר"", ""slug"": ""אילן_דר""}, {""name"": ""אברהם בן-יוסף"", ""slug"": ""אברהם_בן-יוסף""}]",קומדיה,1963,,5,A (<=1970)
אשת הגיבור,אשת_הגיבור,1963,[],"[{""name"": ""פיטר פריי"", ""slug"": ""פיטר_פריי""}, {""name"": ""בומבה צור"", ""slug"": ""בומבה_צור""}]",[],דרמה,1963,,0,A (<=1970)
המרתף,המרתף_(סרט),1963,[],"[{""name"": ""נתן גרוס"", ""slug"": ""נתן_גרוס""}]","[{""name"": ""שמעון ישראלי"", ""slug"": ""שמעון_ישראלי""}]",דרמה,1963,,1,A (<=1970)
חבורה שכזאת,חבורה_שכזאת,1963,[],"[{""name"": ""זאב חבצלת"", ""slug"": ""זאב_חבצלת""}]","[{""name"": ""גילה אלמגור"", ""slug"": ""גילה_אלמגור""}, {""name"": ""יוסי בנאי"", ""slug"": ""יוסי_בנאי""}, {""name"": ""בומבה צור"", ""slug"": ""בומבה_צור""}, {""name"": ""אבנר חזקיהו"", ""slug"": ""אבנר_חזקיהו""}, {""name"": ""עודד תאומי"", ""slug"": ""עודד_תאומי""}, {""name"": ""נתן כוגן"", ""slug"": ""נתן_כוגן""}]",קומדיה,1963,,6,A (<=1970)
בירושלים,בירושלים,1963,[],"[{""name"": ""דוד פרלוב"", ""slug"": ""דוד_פרלוב""}]",[],,1963,,0,A (<=1970)
האתמול של המחר,,1963,[],"[{""name"": ""ברוך אגדתי"", ""slug"": ""ברוך_אגדתי""}]",[],,1963,,0,A (<=1970)
רק בלירה,רק_בלירה,1963,[],"[{""name"": ""יורם גרוס"", ""slug"": ""יורם_גרוס""}]","[{""name"": ""גדעון זינגר"", ""slug"": ""גדעון_זינגר""}, {""name"": ""יעקב בן-סירא"", ""slug"": ""יעקב_בן-סירא""}, {""name"": ""רחל אטאס"", ""slug"": ""רחל_אטאס""}]",קומדיה,1963,,3,A (<=1970)
דליה והמלחים,דליה_והמלחים,1964,[],"[{""name"": ""מנחם גולן"", ""slug"": ""מנחם_גולן""}]","[{""name"": ""שייקה אופיר"", ""slug"": ""שייקה_אופיר""}, {""name"": ""ורוניק ונדל"", ""slug"": null}, {""name"": ""אריק איינשטיין"", ""slug"": ""אריק_איינשטיין""}, {""name"": ""ישראל גוריון"", ""slug"": ""ישראל_גוריון""}, {""name"": ""עודד תאומי"", ""slug"": ""עודד_תאומי""}, {""name"": ""יעקב בן-סירא"", ""slug"": ""יעקב_בן-סירא""}, {""name"": ""חנן גולדבלט"", ""slug"": ""חנן_גולדבלט""}]",קומדיה,1964,,7,A (<=1970)
